anio_hecho;mes_hecho;dia_hecho;hora_hecho;minuto_hecho;fecha_hecho;edad;feminicidio;grupo_feminicidio;modalidad;estado_civil;grupo_armado;grupo_caracterizacion;medio_transporte;nivel_academico;ocupacion;sexo;comuna_hecho;codigo_barrio_hecho;codigo_comuna_hecho;barrio_hecho
2012;2;25;3;35;25/2/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;Aranjuez;0414;04;Brasilia
2012;2;25;7;24;25/2/2012;31;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;NA;Bachillerato;Conductor;Masculino;Robledo;0722;07;Olaya Herrera
2012;2;25;8;23;25/2/2012;25;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;NA;Bachillerato;Oficios varios;Masculino;Robledo;0722;07;Olaya Herrera
2012;2;25;9;50;25/2/2012;42;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Conductor;Masculino;Belén;1610;16;El Rincón
2012;2;25;14;17;25/2/2012;23;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Oficios varios;Masculino;Aranjuez;0412;04;La Piñuela
2012;2;25;16;9;25/2/2012;29;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;Aranjuez;0414;04;Brasilia
2012;2;25;16;45;25/2/2012;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Oficios varios;Masculino;San Javier;1306;13;La Pradera
2012;2;25;18;20;25/2/2012;42;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Comerciante;Masculino;San Antonio de Prado;AE7;80;Área de Expansión San Antonio de Prado
2012;2;26;5;20;26/2/2012;29;Pareja;Si;Arma de fuego;Unión marital de hecho;NA;Violencia intrafamiliar;Caminata;Primaria;Ama de casa;Femenino;Popular;0112;01;Carpinelo
2012;2;26;13;41;26/2/2012;31;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Vendedor ambulante;Masculino;San Javier;1314;13;Las Independencias
2012;2;26;21;15;26/2/2012;43;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Autobus;NA;Conductor;Masculino;Aranjuez;0409;04;Manrique Central No.1
2012;2;27;10;30;27/2/2012;33;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Buenos Aires;0903;09;Bomboná No.2
2012;2;27;11;30;27/2/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;San Javier;1316;13;El Salado
2012;2;27;15;10;27/2/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Alfabeta;Desempleado;Masculino;San Javier;1316;13;El Salado
2012;2;27;20;25;27/2/2012;26;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Oficios varios;Masculino;Robledo;0712;07;Aures No.2
2012;2;27;20;30;27/2/2012;45;Información insuficiente;Información insuficiente;Contundente;Casado;NA;Homicidios asociados a hurtos;Caminata;Primaria;Ama de casa;Femenino;Villa Hermosa;0806;08;Llanaditas
2012;2;28;20;0;28/2/2012;23;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;Buenos Aires;0910;09;La Milagrosa
2012;2;29;6;30;29/2/2012;20;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Villa Hermosa;0813;08;Villatina
2012;2;29;12;18;29/2/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Desempleado;Masculino;Altavista;AE5;70;Área de Expansión Altavista
2012;2;29;17;30;29/2/2012;40;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Soldado regular;Masculino;La Candelaria;1011;10;Calle Nueva
2012;2;29;18;30;29/2/2012;30;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Comerciante;Masculino;Belén;1605;16;San Bernardo
2012;3;1;5;30;1/3/2012;22;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;NA;Mecánico automotriz;Masculino;La Candelaria;1016;10;Boston
2012;3;1;5;53;1/3/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Empleado sector privado;Masculino;San Javier;1318;13;Antonio Nariño
2012;3;1;5;53;1/3/2012;30;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Empleado sector privado;Masculino;San Javier;1318;13;Antonio Nariño
2012;3;1;10;30;1/3/2012;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta con parrillero;Primaria;Oficios varios;Masculino;Altavista;AE5;70;Área de Expansión Altavista
2012;3;1;16;0;1/3/2012;26;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Automóvil;NA;Empleado sector privado;Masculino;Laureles Estadio;1110;11;La Castellana
2012;3;2;0;0;2/3/2012;20;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;Villa Hermosa;0813;08;Villatina
2012;3;2;6;37;2/3/2012;45;No aplica;No aplica;Asfixia mecánica;Casado;NA;En proceso de categorización;NA;Primaria;Desempleado;Masculino;Santa Cruz;0209;02;Moscú No.1
2012;3;2;10;0;2/3/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;San Antonio de Prado;8007;80;La Verde
2012;3;2;13;0;2/3/2012;25;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;Manrique;0311;03;La Cruz
2012;3;2;19;12;2/3/2012;30;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Autobus;NA;Conductor;Masculino;Aranjuez;0408;04;San Pedro
2012;3;2;19;55;2/3/2012;31;No;No;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Femenino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;2;21;15;2/3/2012;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;Manrique;0301;03;La Salle
2012;3;3;2;30;3/3/2012;22;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;Guayabal;1510;15;Guayabal
2012;3;3;6;25;3/3/2012;47;No;No;Arma de fuego;Casado;NA;Homicidios culposos;Caminata;Primaria;Oficios varios;Femenino;San Javier;1314;13;Las Independencias
2012;3;3;7;0;3/3/2012;41;No aplica;No aplica;Arma de fuego;Casado;NA;Convivencia;Caminata;Bachillerato;Tendero;Masculino;Buenos Aires;0911;09;Gerona
2012;3;3;19;45;3/3/2012;92;Circunstancias y contexto;Si;Contundente;Viudo;NA;Homicidios asociados a hurtos;Caminata;Primaria;Ama de casa;Femenino;Belén;1601;16;Fátima
2012;3;3;23;50;3/3/2012;23;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Sastre o confeccionista o modista;Masculino;Guayabal;1503;15;Trinidad
2012;3;4;11;50;4/3/2012;25;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;San Javier;1315;13;Nuevos Conquistadores
2012;3;4;15;29;4/3/2012;32;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Belén;1613;16;Altavista
2012;3;4;17;48;4/3/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;Belén;1613;16;Altavista
2012;3;5;1;25;5/3/2012;55;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Automóvil;NA;NA;Masculino;Belén;1604;16;Granada
2012;3;5;4;8;5/3/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Analfabeta;Desempleado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;5;15;46;5/3/2012;18;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Villa Hermosa;0802;08;La Mansión
2012;3;5;20;50;5/3/2012;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Belén;1610;16;El Rincón
2012;3;5;22;20;5/3/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Violencia de género;Motocicleta;NA;Administrador;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;6;15;30;6/3/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Cristóbal;6017;60;El Llano
2012;3;6;19;0;6/3/2012;28;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Cristóbal;AE1;60;Área de Expansión Pajarito
2012;3;6;23;34;6/3/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Primaria;Empleado sector privado;Masculino;San Javier;1319;13;El Socorro
2012;3;7;9;0;7/3/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;San Cristóbal;6015;60;Las Playas
2012;3;7;20;18;7/3/2012;25;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Pintor;Masculino;La Candelaria;1001;10;Prado
2012;3;7;23;50;7/3/2012;33;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;8;18;10;8/3/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Auxiliar;Masculino;San Javier;1306;13;La Pradera
2012;3;9;8;20;9/3/2012;20;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;San Javier;1314;13;Las Independencias
2012;3;9;13;2;9/3/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;9;13;2;9/3/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;9;15;30;9/3/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La Candelaria;1018;10;Villa Nueva
2012;3;10;17;42;10/3/2012;23;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1306;13;La Pradera
2012;3;10;20;0;10/3/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Empleado sector privado;Masculino;Laureles Estadio;1115;11;Cuarta Brigada
2012;3;10;20;35;10/3/2012;31;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Doce de Octubre;0605;06;La Esperanza
2012;3;11;4;10;11/3/2012;34;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Convivencia;Caminata;Primaria;Oficios varios;Masculino;Villa Hermosa;0806;08;Llanaditas
2012;3;11;5;40;11/3/2012;30;No aplica;No aplica;Cortopunzante;NA;NA;Homicidios asociados a hurtos;NA;NA;NA;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;11;5;54;11/3/2012;23;No aplica;No aplica;Cortopunzante;Soltero;NA;Violencia de género;Caminata;Bachillerato;Desempleado;Masculino;Doce de Octubre;0609;06;Picachito
2012;3;11;9;11;11/3/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;NA;NA;Empleado sector privado;Masculino;San Cristóbal;6009;60;Yolombo
2012;3;11;10;56;11/3/2012;24;No aplica;No aplica;Asfixia mecánica;Unión marital de hecho;NA;En proceso de categorización;NA;Bachillerato;Empleado sector privado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;11;17;18;11/3/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;NA;Bachillerato;Desempleado;Masculino;San Cristóbal;6014;60;La Loma
2012;3;11;21;16;11/3/2012;16;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Belén;1608;16;La Mota
2012;3;11;22;30;11/3/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Laureles Estadio;1117;11;Florida Nueva
2012;3;12;2;8;12/3/2012;30;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;La Candelaria;1006;10;San Benito
2012;3;12;17;0;12/3/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Alfabeta;Desempleado;Masculino;San Cristóbal;6014;60;La Loma
2012;3;12;23;40;12/3/2012;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Mecánico automotriz;Masculino;Aranjuez;0412;04;La Piñuela
2012;3;13;13;41;13/3/2012;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;Sastre o confeccionista o modista;Masculino;Robledo;0713;07;Aures No.1
2012;3;13;19;56;13/3/2012;41;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Conductor;Masculino;Robledo;0718;07;Cucaracho
2012;3;14;8;45;14/3/2012;58;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Conductor;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;14;17;50;14/3/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Motocicleta;Bachillerato;Conductor;Masculino;San Javier;1309;13;San Javier No.1
2012;3;14;19;50;14/3/2012;24;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Automóvil;NA;Comerciante;Masculino;Guayabal;1504;15;Santa Fé
2012;3;14;20;54;14/3/2012;29;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Castilla;0514;05;Alfonso López
2012;3;15;16;35;15/3/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Técnica;Auxiliar;Masculino;San Javier;1306;13;La Pradera
2012;3;15;18;15;15/3/2012;62;No aplica;No aplica;Cortopunzante;Divorciado;NA;Homicidios asociados a hurtos;Caminata;Universitario;Abogado;Masculino;Laureles Estadio;1103;11;Naranjal
2012;3;16;17;7;16/3/2012;64;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;Reciclador;Masculino;Santa Cruz;0202;02;Playón de Los Comuneros
2012;3;17;13;15;17/3/2012;52;No aplica;No aplica;Arma de fuego;NA;NA;Convivencia;Caminata;NA;Minero;Masculino;Castilla;0503;05;Florencia
2012;3;18;0;48;18/3/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Altavista;7005;70;Altavista Sector Central
2012;3;18;3;22;18/3/2012;19;No aplica;No aplica;Cortopunzante;Soltero;NA;Homicidios asociados a hurtos;Motocicleta con parrillero;Bachillerato;Desempleado;Masculino;San Cristóbal;AUC1;60;Cabecera Urbana Corregimiento San Cristóbal
2012;3;18;5;20;18/3/2012;73;No aplica;No aplica;Contundente;Divorciado;NA;En proceso de categorización;NA;Técnica;NA;Masculino;La Candelaria;1001;10;Prado
2012;3;18;11;30;18/3/2012;35;No aplica;No aplica;Cortopunzante;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Técnica;Estilista o peluquero;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;18;11;36;18/3/2012;34;No aplica;No aplica;Cortopunzante;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Oficios varios;Masculino;La Candelaria;1005;10;Estación Villa
2012;3;18;16;38;18/3/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Alistador o lavador de carros;Masculino;Doce de Octubre;0602;06;Doce de Octubre No.1
2012;3;19;17;52;19/3/2012;32;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1318;13;Antonio Nariño
2012;3;19;21;0;19/3/2012;36;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Primaria;Oficios varios;Masculino;Santa Elena;9003;90;Piedras Blancas - Matasano
2012;3;21;14;40;21/3/2012;15;No aplica;No aplica;Asfixia mecánica;Soltero;NA;En proceso de categorización;NA;NA;Estudiante;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;3;22;11;44;22/3/2012;26;No aplica;No aplica;Arma de fuego;Divorciado;NA;Convivencia;Caminata;NA;NA;Masculino;Doce de Octubre;0607;06;Kennedy
2012;3;23;0;20;23/3/2012;25;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Vendedor ambulante;Masculino;Laureles Estadio;Inst_14;11;U.D. Atanasio Girardot
2012;3;23;2;22;23/3/2012;25;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Prestamista;Masculino;San Javier;1310;13;Veinte de Julio
2012;3;23;12;37;23/3/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Comerciante;Masculino;San Javier;1310;13;Veinte de Julio
2012;3;23;19;0;23/3/2012;46;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;Comerciante;Masculino;El Poblado;1410;14;Los Naranjos
2012;3;24;1;40;24/3/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Primaria;Oficios varios;Masculino;San Javier;1312;13;Betania
2012;3;24;20;0;24/3/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Pintor;Masculino;San Javier;1308;13;San Javier No.2
2012;3;24;20;0;24/3/2012;31;Conexión;Si;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Pintor;Femenino;San Javier;1308;13;San Javier No.2
2012;3;25;0;30;25/3/2012;34;No;No;Cortopunzante;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Primaria;Desempleado;Femenino;La Candelaria;1013;10;Barrio Colón
2012;3;25;1;10;25/3/2012;31;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Javier;1318;13;Antonio Nariño
2012;3;25;1;49;25/3/2012;25;No;No;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Vehículo blindado;NA;Modelo;Femenino;Buenos Aires;0914;09;Asomadera No.1
2012;3;25;4;6;25/3/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Desempleado;Masculino;El Poblado;1419;14;Manila
2012;3;25;4;43;25/3/2012;20;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Doce de Octubre;0607;06;Kennedy
2012;3;25;6;32;25/3/2012;29;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;NA;Bachillerato;Desempleado;Masculino;Buenos Aires;0913;09;Loreto
2012;3;25;11;28;25/3/2012;38;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;La Candelaria;1005;10;Estación Villa
2012;3;25;20;5;25/3/2012;19;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Belén;1608;16;La Mota
2012;3;28;2;7;28/3/2012;41;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;Villa Hermosa;0811;08;Trece de Noviembre
2012;3;28;7;7;28/3/2012;22;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Autobus;Tecnología;Diseñador;Masculino;Laureles Estadio;1101;11;Carlos E. Restrepo
2012;3;29;15;20;29/3/2012;30;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Estilista o peluquero;Masculino;Villa Hermosa;0813;08;Villatina
2012;3;29;16;20;29/3/2012;45;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La Candelaria;1005;10;Estación Villa
2012;3;30;4;50;30/3/2012;58;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Analfabeta;Reciclador;Masculino;Aranjuez;0409;04;Manrique Central No.1
2012;3;31;5;1;31/3/2012;36;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Buenos Aires;0905;09;Alejandro Echavarría
