anio_hecho;mes_hecho;dia_hecho;hora_hecho;minuto_hecho;fecha_hecho;edad;feminicidio;grupo_feminicidio;modalidad;estado_civil;grupo_armado;grupo_caracterizacion;medio_transporte;nivel_academico;ocupacion;sexo;comuna_hecho;codigo_barrio_hecho;codigo_comuna_hecho;barrio_hecho
2012;4;22;10;20;22/4/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Masculino;Buenos Aires;0905;09;Alejandro Echavarría
2012;4;22;14;51;22/4/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;NA;Primaria;Desempleado;Masculino;Santa Cruz;0207;02;Villa del Socorro
2012;4;23;1;15;23/4/2012;25;No aplica;No aplica;Asfixia mecánica;NA;NA;En proceso de categorización;NA;NA;Administrador;Masculino;Castilla;0508;05;Belalcázar
2012;4;23;1;15;23/4/2012;33;No aplica;No aplica;Asfixia mecánica;Unión marital de hecho;NA;En proceso de categorización;NA;NA;Administrador;Masculino;Castilla;0508;05;Belalcázar
2012;4;23;1;15;23/4/2012;25;No aplica;No aplica;Asfixia mecánica;Casado;NA;En proceso de categorización;NA;Bachillerato;Administrador;Masculino;Castilla;0508;05;Belalcázar
2012;4;23;11;55;23/4/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;NA;Bachillerato;Oficios varios;Masculino;Altavista;7001;70;Buga Patio Bonito
2012;4;23;19;45;23/4/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;Primaria;Desempleado;Masculino;Buenos Aires;0911;09;Gerona
2012;4;24;20;35;24/4/2012;22;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Mayordomo;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;4;24;21;31;24/4/2012;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;NA;Cantante o compositor o músico;Masculino;La América;1206;12;Santa Lucía
2012;4;25;0;35;25/4/2012;58;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Universitario;Docente;Masculino;El Poblado;1417;14;La Florida
2012;4;25;18;0;25/4/2012;20;No;No;Cortopunzante;Soltero;NA;Violencia de género;Caminata;Bachillerato;En ejercicio de la prostitución;Femenino;La Candelaria;1019;10;La Candelaria
2012;4;25;20;0;25/4/2012;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Antonio de Prado;8003;80;Montañita
2012;4;26;8;0;26/4/2012;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;NA;Conductor;Masculino;Robledo;0709;07;Córdoba
2012;4;26;11;57;26/4/2012;24;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Doce de Octubre;0607;06;Kennedy
2012;4;27;14;20;27/4/2012;31;En estudio;En estudio;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Ama de casa;Femenino;Robledo;0720;07;Santa Margarita
2012;4;28;7;13;28/4/2012;37;Información insuficiente;Información insuficiente;Arma de fuego;NA;NA;En proceso de categorización;Caminata;Primaria;Ama de casa;Femenino;Villa Hermosa;0808;08;Enciso
2012;4;28;20;15;28/4/2012;25;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;Caminata;NA;Oficios varios;Masculino;La Candelaria;1005;10;Estación Villa
2012;4;28;20;26;28/4/2012;51;No aplica;No aplica;Arma de fuego;Casado;NA;Convivencia;Caminata;Bachillerato;Comerciante;Masculino;Castilla;0519;05;El Progreso
2012;4;28;22;22;28/4/2012;13;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;La América;1206;12;Santa Lucía
2012;4;28;22;22;28/4/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Estudiante;Masculino;La América;1206;12;Santa Lucía
2012;4;28;22;22;28/4/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Estudiante;Masculino;La América;1206;12;Santa Lucía
2012;4;28;22;50;28/4/2012;29;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;San Javier;1318;13;Antonio Nariño
2012;4;29;0;30;29/4/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;San Cristóbal;AE2;60;Área de Expansión San Cristóbal
2012;4;29;1;49;29/4/2012;39;No aplica;No aplica;Cortopunzante;Soltero;NA;Convivencia;Caminata;Primaria;Empleado del sector público;Masculino;La Candelaria;1005;10;Estación Villa
2012;4;29;2;30;29/4/2012;49;No aplica;No aplica;Contundente;Soltero;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Robledo;0725;07;Nueva Villa de La Iguaná
2012;4;29;2;38;29/4/2012;29;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Desempleado;Masculino;Doce de Octubre;0603;06;Doce de Octubre No.2
2012;4;29;11;29;29/4/2012;40;No aplica;No aplica;Cortopunzante;Soltero;NA;Homicidios asociados a hurtos;Caminata;Universitario;Contador;Masculino;Laureles Estadio;1108;11;Laureles
2012;4;29;20;39;29/4/2012;25;No;No;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Femenino;La Candelaria;1006;10;San Benito
2012;4;30;0;30;30/4/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta con parrillero;Bachillerato;Mecánico automotriz;Masculino;Robledo;0713;07;Aures No.1
2012;4;30;20;45;30/4/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;Popular;0101;01;Santo Domingo Savio No.1
2012;5;1;0;10;1/5/2012;18;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Mensajero;Masculino;Villa Hermosa;0808;08;Enciso
2012;5;1;10;5;1/5/2012;17;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;NA;Masculino;Buenos Aires;0904;09;Los Cerros El Vergel
2012;5;2;0;8;2/5/2012;33;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1006;10;San Benito
2012;5;2;21;35;2/5/2012;42;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Motocicleta con parrillero;Bachillerato;Conductor;Masculino;Doce de Octubre;0608;06;Picacho
2012;5;3;21;54;3/5/2012;15;Amistad;Si;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Femenino;Villa Hermosa;0819;08;Villa Lilliam
2012;5;4;18;30;4/5/2012;42;No aplica;No aplica;Cortopunzante;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;La Candelaria;1017;10;Los Ángeles
2012;5;4;20;10;4/5/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La Candelaria;1019;10;La Candelaria
2012;5;4;22;22;4/5/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;5;3;18;5/5/2012;30;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Castilla;0517;05;Caribe
2012;5;5;3;18;5/5/2012;41;No aplica;No aplica;Arma de fuego;Divorciado;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;NA;Masculino;Castilla;0517;05;Caribe
2012;5;5;7;10;5/5/2012;41;No;No;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Autobus;Primaria;NA;Femenino;La Candelaria;1013;10;Barrio Colón
2012;5;5;20;21;5/5/2012;52;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Autobus;NA;NA;Masculino;La Candelaria;1013;10;Barrio Colón
2012;5;5;20;40;5/5/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;La Candelaria;1008;10;Corazón de Jesús
2012;5;6;17;54;6/5/2012;31;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Automóvil;Bachillerato;Comerciante;Masculino;Villa Hermosa;0813;08;Villatina
2012;5;6;22;50;6/5/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;7;15;0;7/5/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Altavista;7006;70;La Esperanza
2012;5;7;18;10;7/5/2012;36;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;Minero;Masculino;Laureles Estadio;1108;11;Laureles
2012;5;7;19;36;7/5/2012;22;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1316;13;El Salado
2012;5;8;10;50;8/5/2012;38;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;Santa Cruz;0209;02;Moscú No.1
2012;5;8;19;40;8/5/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Belén;1611;16;La Loma de Los Bernal
2012;5;10;18;30;10/5/2012;71;No aplica;No aplica;Cortopunzante;Soltero;NA;Violencia de género;Caminata;Alfabeta;Mecánico automotriz;Masculino;Guayabal;1504;15;Santa Fé
2012;5;10;19;34;10/5/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Barbero;Masculino;Guayabal;1507;15;Campo Amor
2012;5;10;20;4;10/5/2012;28;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Convivencia;Caminata;Bachillerato;Electricista;Masculino;San Javier;1314;13;Las Independencias
2012;5;10;21;3;10/5/2012;35;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Manrique;0304;03;Santa Inés
2012;5;10;23;27;10/5/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;NA;Masculino;Doce de Octubre;0608;06;Picacho
2012;5;11;5;30;11/5/2012;41;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Vigilante empresa de seguridad;Masculino;Buenos Aires;0915;09;Asomadera No.2
2012;5;11;8;27;11/5/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Conductor;Masculino;Manrique;0301;03;La Salle
2012;5;11;13;55;11/5/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Guayabal;1509;15;Cristo Rey
2012;5;11;13;55;11/5/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Guayabal;1509;15;Cristo Rey
2012;5;11;19;49;11/5/2012;39;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;La América;1205;12;La Floresta
2012;5;11;22;27;11/5/2012;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Primaria;Desempleado;Masculino;La América;1207;12;El Danubio
2012;5;12;20;30;12/5/2012;20;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;Vendedor ambulante;Masculino;La Candelaria;1013;10;Barrio Colón
2012;5;12;20;54;12/5/2012;32;No;No;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Femenino;Laureles Estadio;1114;11;Los Colores
2012;5;12;20;54;12/5/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Comerciante;Masculino;Laureles Estadio;1114;11;Los Colores
2012;5;12;23;50;12/5/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Villa Hermosa;0809;08;Sucre
2012;5;13;3;55;13/5/2012;21;Información insuficiente;Información insuficiente;Asfixia mecánica;Soltero;NA;En proceso de categorización;NA;Primaria;Ama de casa;Femenino;Laureles Estadio;1114;11;Los Colores
2012;5;13;5;0;13/5/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Estudiante;Masculino;Guayabal;1509;15;Cristo Rey
2012;5;13;5;30;13/5/2012;31;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;Alfabeta;Agricultor;Masculino;San Sebastián de Palmitas;5006;50;La Frisola
2012;5;13;9;0;13/5/2012;26;No aplica;No aplica;Cortopunzante;Soltero;NA;Convivencia;Caminata;Primaria;Vendedor ambulante;Masculino;Aranjuez;0405;04;Moravia
2012;5;13;14;50;13/5/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Villa Hermosa;0813;08;Villatina
2012;5;13;23;38;13/5/2012;27;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios culposos;Caminata;Primaria;Conductor;Masculino;San Javier;1316;13;El Salado
2012;5;13;23;40;13/5/2012;39;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Automóvil;Primaria;Contratista;Masculino;Popular;0109;01;Aldea Pablo VI
2012;5;14;4;0;14/5/2012;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Motocicleta;NA;Comerciante;Masculino;Guayabal;1509;15;Cristo Rey
2012;5;14;6;27;14/5/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Belén;1611;16;La Loma de Los Bernal
2012;5;14;12;50;14/5/2012;35;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Aranjuez;Inst_11;04;Universidad de Antioquia
2012;5;14;15;6;14/5/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;14;23;0;14/5/2012;22;Por establecer en la comisión;Por establecer en la comisión;Contundente;NA;NA;En proceso de categorización;NA;NA;NA;Femenino;NA;NA;NA;NA
2012;5;15;17;51;15/5/2012;24;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;NA;Desempleado;Masculino;Guayabal;1511;15;La Colina
2012;5;16;2;0;16/5/2012;24;Pareja;Si;Asfixia mecánica;Soltero;NA;En proceso de categorización;Caminata;Analfabeta;Ama de casa;Femenino;La Candelaria;1018;10;Villa Nueva
2012;5;16;17;43;16/5/2012;38;No;No;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Ama de casa;Femenino;San Javier;1306;13;La Pradera
2012;5;16;20;20;16/5/2012;22;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;NA;Masculino;Manrique;0302;03;Las Granjas
2012;5;16;21;15;16/5/2012;46;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;Santa Cruz;0207;02;Villa del Socorro
2012;5;16;23;29;16/5/2012;24;No aplica;No aplica;Cortopunzante;NA;NA;Grupos Delincuenciales Organizados;Motocicleta;NA;Vendedor;Masculino;Santa Elena;9002;90;Media Luna
2012;5;17;8;18;17/5/2012;27;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Cantante o compositor o músico;Masculino;Santa Elena;9002;90;Media Luna
2012;5;17;8;18;17/5/2012;19;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Cantante o compositor o músico;Masculino;Santa Elena;9002;90;Media Luna
2012;5;18;20;34;18/5/2012;15;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Motocicleta;NA;Estudiante;Masculino;La Candelaria;1018;10;Villa Nueva
2012;5;18;22;6;18/5/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Empleado sector privado;Masculino;Altavista;AE6;70;Área de Expansión Belén Rincón
2012;5;18;22;23;18/5/2012;27;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;18;22;25;18/5/2012;41;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;NA;Masculino;Robledo;Inst_5;07;Facultad de Minas
2012;5;19;5;0;19/5/2012;35;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Laureles Estadio;1102;11;Suramericana
2012;5;19;6;33;19/5/2012;70;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios culposos;Caminata;Primaria;Oficios varios;Masculino;Villa Hermosa;0815;08;Las Estancias
2012;5;19;12;20;19/5/2012;32;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;Manrique;0312;03;Oriente
2012;5;19;15;20;19/5/2012;52;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;San Javier;1316;13;El Salado
2012;5;19;22;35;19/5/2012;14;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Bicicleta;Primaria;Estudiante;Masculino;Guayabal;1503;15;Trinidad
2012;5;19;22;46;19/5/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Castilla;0504;05;Tejelo
2012;5;20;0;24;20/5/2012;34;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Taxi;Primaria;Conductor;Masculino;San Javier;1310;13;Veinte de Julio
2012;5;20;1;10;20/5/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Violencia de género;Caminata;Primaria;En ejercicio de la prostitución;Masculino;La Candelaria;1013;10;Barrio Colón
2012;5;20;9;5;20/5/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Villa Hermosa;0814;08;San Antonio
2012;5;20;9;40;20/5/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Primaria;Oficial construcción;Masculino;Altavista;7003;70;El Corazón El Morro
2012;5;20;14;40;20/5/2012;23;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Vendedor ambulante;Masculino;Popular;0101;01;Santo Domingo Savio No.1
2012;5;22;11;53;22/5/2012;47;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;Laureles Estadio;1102;11;Suramericana
2012;5;22;12;30;22/5/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Cristóbal;6014;60;La Loma
2012;5;22;14;39;22/5/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Villa Hermosa;0813;08;Villatina
2012;5;22;21;0;22/5/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Oficios varios;Masculino;Doce de Octubre;0605;06;La Esperanza
2012;5;22;21;10;22/5/2012;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;Belén;1605;16;San Bernardo
2012;5;23;3;2;23/5/2012;44;Circunstancias y contexto;Si;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;NA;Bachillerato;Desempleado;Femenino;Robledo;0706;07;La Pilarica
2012;5;23;3;2;23/5/2012;46;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;NA;Primaria;Desempleado;Masculino;Robledo;0706;07;La Pilarica
2012;5;23;20;0;23/5/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Villa Hermosa;0813;08;Villatina
2012;5;23;21;40;23/5/2012;26;No aplica;No aplica;Asfixia mecánica;Soltero;NA;En proceso de categorización;Automóvil;Bachillerato;Desempleado;Masculino;La Candelaria;1012;10;Perpetuo Socorro
2012;5;24;1;45;24/5/2012;40;No aplica;No aplica;Asfixia mecánica;Unión marital de hecho;NA;En proceso de categorización;NA;Primaria;Vendedor ambulante;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;24;8;31;24/5/2012;53;No aplica;No aplica;Arma de fuego;Casado;NA;Convivencia;Automóvil;Bachillerato;Transportador o distribuidor de alimentos o carga;Masculino;Belén;1616;16;Las Violetas
2012;5;24;10;12;24/5/2012;38;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;En proceso de categorización;NA;Primaria;Mecánico automotriz;Masculino;Belén;1604;16;Granada
2012;5;24;17;10;24/5/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Desempleado;Masculino;San Cristóbal;6014;60;La Loma
2012;5;24;18;49;24/5/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;Bachillerato;Desempleado;Masculino;Popular;0105;01;Moscú No.2
2012;5;24;18;49;24/5/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Popular;0105;01;Moscú No.2
2012;5;24;18;57;24/5/2012;43;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;Comerciante;Masculino;Laureles Estadio;1101;11;Carlos E. Restrepo
2012;5;24;18;57;24/5/2012;41;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;Comerciante;Masculino;Laureles Estadio;1101;11;Carlos E. Restrepo
2012;5;25;7;24;25/5/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;San Javier;1312;13;Betania
2012;5;25;10;4;25/5/2012;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Mensajero;Masculino;Manrique;0304;03;Santa Inés
2012;5;26;17;45;26/5/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Tecnología;Desempleado;Masculino;Manrique;0302;03;Las Granjas
2012;5;26;20;14;26/5/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Autobus;Bachillerato;Conductor;Masculino;Belén;1603;16;Belén
2012;5;27;8;0;27/5/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Universitario;Estudiante;Masculino;San Cristóbal;AE1;60;Área de Expansión Pajarito
2012;5;27;8;20;27/5/2012;26;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1314;13;Las Independencias
2012;5;27;14;0;27/5/2012;55;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1006;10;San Benito
2012;5;27;17;0;27/5/2012;45;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Analfabeta;Desempleado;Masculino;San Antonio de Prado;8006;80;El Salado
2012;5;27;22;0;27/5/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Cotero;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;5;28;8;3;28/5/2012;67;No;No;Arma de fuego;Viudo;NA;Homicidios culposos;Caminata;Bachillerato;Pensionado o jubilado;Femenino;Guayabal;1509;15;Cristo Rey
2012;5;28;10;32;28/5/2012;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;NA;Primaria;Desempleado;Masculino;Belén;1610;16;El Rincón
2012;5;28;11;33;28/5/2012;2;Familiar;Si;Contundente;NA;NA;Violencia de género;Caminata;NA;NA;Femenino;La Candelaria;1004;10;El Chagualo
2012;5;28;17;24;28/5/2012;44;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Automóvil;Bachillerato;Escolta;Masculino;La Candelaria;1017;10;Los Ángeles
2012;5;28;21;31;28/5/2012;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Obrero;Masculino;Doce de Octubre;0602;06;Doce de Octubre No.1
2012;5;28;22;3;28/5/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Motocicleta;Bachillerato;Vendedor;Masculino;Robledo;0713;07;Aures No.1
2012;5;29;0;10;29/5/2012;46;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;NA;Comerciante;Masculino;Laureles Estadio;1103;11;Naranjal
2012;5;30;20;22;30/5/2012;19;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Santa Cruz;0211;02;La Rosa
2012;5;30;23;43;30/5/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Empleado sector privado;Masculino;Castilla;0514;05;Alfonso López
2012;5;31;21;55;31/5/2012;34;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;Caminata;Primaria;Vendedor ambulante;Masculino;La Candelaria;1018;10;Villa Nueva
2012;6;1;4;10;1/6/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Oficios varios;Masculino;Aranjuez;0410;04;Campo Valdés No.1
2012;6;1;4;48;1/6/2012;33;No aplica;No aplica;Arma de fuego;Casado;NA;En proceso de categorización;Caminata;Bachillerato;Conductor;Masculino;Aranjuez;0413;04;Aranjuez
